PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
00mmI,8/5p2/7k/5K1P/5P2/6R1/8/5r2 b - - 4 49,h6h5 g3h3,1262,76,100,104,endgame,https://lichess.org/flZyNmmd/black#98,,
00n9d,8/8/p5p1/1p3P1p/4K2P/k3P3/8/8 b - - 0 56,b5b4 f5f6 b4b3 f6f7 a3a2 f7f8q,1581,99,100,19,endgame,https://lichess.org/SUDR38Yd/black#112,,
00oNP,6k1/2r5/4p3/p2pb1pP/R5P1/1P6/PP3r2/1K2R3 w - - 0 29,e1e5 f2f1 e5e1 f1e1,816,97,100,33,endgame mate mateIn2 rookEndgame short,https://lichess.org/ko1A0ZH7#57,,
00pCr,6nk/pRQ4p/6p1/5p2/4p3/2b2nP1/q4PKP/5B2 b - - 3 31,c3d4 c7h7,729,76,100,337,master mate mateIn1 middlegame oneMove,https://lichess.org/NGOQ1yu4/black#62,,
00pDE,r3k2r/pp3p2/1qN1p2p/3p4/P7/8/1PP2bPP/R2QKB1R w KQkq - 0 17,e1d2 b6e3,997,75,100,444,mate mateIn1 middlegame oneMove,https://lichess.org/LDpVXolr#33,Queens_Pawn_Game Queens_Pawn_Game_Veresov_Attack,
00pHb,r5rk/4qp1p/p4N1Q/1p2p3/3pP3/1P1P3P/1PP3P1/5RK1 b - - 2 23,g8g6 h6h7,973,76,100,878,endgame kingsideAttack master mate mateIn1 oneMove,https://lichess.org/Iot7eUOB/black#46,,
00pcf,1k1r3r/ppqn2p1/2p1p1p1/8/1B1PQ3/2P5/PP3PPP/R3K2R w KQ - 1 18,e1g1 c7h2,527,91,100,288,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/3LNGH65c#35,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation,
00piA,r3r1k1/pp3pp1/2p2q1p/3pP3/P3bP2/2P1N1P1/1P1Q1K1P/R3R3 b - - 0 23,e8e5 e3g4 f6f5 g4e5,1050,83,100,433,advantage fork middlegame short,https://lichess.org/1B30ZVJt/black#46,,
00qD8,8/1Q3Rkp/p5p1/1p2q3/2p5/P6P/1b2r1P1/7K b - - 0 37,g7h6 f7h7 h6g5 h3h4 g5f5 b7f3,1890,77,100,251,advantage endgame long,https://lichess.org/tardCB5L/black#74,,
00rjB,2r3k1/pb3qN1/1p2p2p/2b5/6n1/2Pp2B1/PPQ2PP1/1BR1R1K1 w - - 0 28,c2d2 c5f2 g3f2 f7c7 d2h6 g4h6,2752,93,100,118,advantage fork long middlegame sacrifice,https://lichess.org/g1JRNZ58#55,,
00rw0,r2q3k/5Pb1/2n3Bp/3p2pP/pp1P2Q1/6B1/1PP5/6K1 b - - 0 39,g7d4 g4d4 c6d4 g3e5 d8f6 e5f6,1674,74,100,885,exposedKing fork long mate mateIn3 middlegame sacrifice,https://lichess.org/37v3pkKy/black#78,,
00s7Y,5rk1/5Rpp/1q1p4/2pB4/6Q1/2b4P/Pr4P1/6K1 b - - 0 29,f8f7 g4c8 b6d8 c8d8,1008,77,100,303,endgame mate mateIn2 pin short,https://lichess.org/c3f9OVrO/black#58,,
00s8j,3r4/ppk5/2r5/5Q2/4p3/P7/5PPP/3R2K1 w - - 1 35,d1d8 c6c1 d8d1 c1d1,733,85,100,81,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/o149kmbP#69,,
00spT,1r4k1/2p1q1pp/pnQ5/4p3/2P5/N2B4/PP3rPP/2K1R2R w - - 0 20,h1f1 e7g5 c1b1 f2b2 b1a1 g5d2,2541,83,100,78,crushing long middlegame queensideAttack,https://lichess.org/TgJXGQdG#39,,
00swU,3rkb1r/pppqp1pp/2n5/1Q3p2/4N3/1P2P3/PBP2PPP/R3KB1R w KQk - 0 12,e4c5 d7d2,1117,75,100,766,mate mateIn1 oneMove opening,https://lichess.org/JfA7i4yS#23,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,
00teH,r1b2r1k/1pp1b1pp/p1np2q1/3Qp3/1PB1P3/P3BN1P/2P2PP1/R2R3K b - - 6 17,f8f3 d5g8,599,94,100,213,mate mateIn1 middlegame oneMove,https://lichess.org/1YS5PpCk/black#34,Italian_Game Italian_Game_Rousseau_Gambit,
00uEf,7k/1R5p/4Nnp1/8/1pr5/5PP1/7P/7K b - - 1 34,f6d5 b7b8 c4c8 b8c8,735,79,100,120,endgame mate mateIn2 short,https://lichess.org/Z4qC2LvJ/black#68,,
00vZg,5rk1/1b4pp/4B3/2Qp4/2r1p3/6P1/4qP1P/2B2RK1 b - - 3 30,g8h8 c5f8,733,80,100,137,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/r2vtT4Gi/black#60,,
00vj7,8/8/7p/4k1nP/6PN/1r3B2/5K2/8 b - - 1 54,e5f4 h4g6,1108,91,100,97,endgame master mate mateIn1 oneMove,https://lichess.org/ezjR07BX/black#108,,
00wWX,r3kr2/pR2n2p/2p1p1p1/2q1P3/2P4Q/8/P4PPP/3R2K1 b q - 1 22,a8d8 d1d8 e8d8 b7b8 d8d7 b8f8,1423,188,100,6,middlegame,https://lichess.org/rBmuMVDu/black#44,,
00xWX,5Q2/7p/6pk/8/8/1Pq3pP/6P1/7K b - - 1 45,h6h5 f8f3 c3f3 g2f3,1092,75,100,203,crushing endgame queenEndgame short,https://lichess.org/zkGVEaQz/black#90,,
00xiD,r4rk1/4qppp/b3p3/pp1pP3/3P4/3Q4/PPB2PPP/R4RK1 b - - 1 17,b5b4 d3h7,521,92,100,287,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JiOcabu9/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,
00xnu,2R5/p2r4/knQ3p1/4B3/pq1Pb3/8/5PPP/R5K1 w - - 4 40,a1a4 b4a4 c6a4 b6a4,648,81,100,167,advantage middlegame short,https://lichess.org/Sqk5J29I#79,,
00yIS,3r3k/p5p1/5q1p/8/P1b5/4Q1RP/6BK/8 b - - 6 42,d8d3 e3e8 c4g8 g3d3,1017,76,100,652,advantage deflection discoveredAttack endgame master short,https://lichess.org/fIQfIXST/black#84,,
00ybx,6k1/p7/2p1r1bp/3p2p1/8/1PP3BP/P4P2/3R1K2 w - - 0 35,d1e1 g6d3 f1g2 e6e1,940,77,100,171,crushing deflection endgame master short,https://lichess.org/PfEadzZz#69,,
00ynV,3r3r/1p3pk1/1q3NpR/p7/2B5/2P2Q2/1PK2PP1/8 b - - 0 30,h8h6 f6e8 g7h8 f3f7 d8d2 c2d2,1978,97,100,25,endgame,https://lichess.org/oQvJjKHd/black#60,,
00yt1,r3rk2/pp3pbp/6pn/4N3/2Qp1P2/1P5P/6P1/3R2K1 b - - 0 25,h6f5 c4f7,1191,75,100,297,mate mateIn1 middlegame oneMove,https://lichess.org/biaYCFuX/black#50,,
00zmB,2k4r/pp3ppp/6b1/2pQP3/8/2q5/P4PPP/R1B1K2R w KQ - 0 20,e1f1 g6d3 d5d3 c3d3,1143,82,100,95,crushing middlegame short,https://lichess.org/UrDfa3MQ#39,,
010WS,6k1/p2Q4/3p2p1/8/3qPn2/5P2/PPR3PP/6K1 w - - 2 37,c2f2 f4e2 g1h1 d4d1 f2f1 d1f1,1915,77,100,658,endgame long mate mateIn3 pin,https://lichess.org/WNpzh8ee#73,,
010hK,3r1rk1/pp2ppbp/2n3p1/6q1/8/PBp1PP1P/2P1QP1K/R1B2R2 b - - 5 18,c6e5 f3f4 g5f6 f4e5,1152,122,100,12,middlegame,https://lichess.org/2luV29tB/black#36,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,
011jz,2rrk3/p1p2p2/1p3P2/2p1P1PR/7p/1P6/P5P1/6K1 b - - 0 32,d8d5 h5h8 e8d7 h8c8 d7c8 e5e6,2535,85,100,226,advantage endgame long rookEndgame,https://lichess.org/6KYnVEu8/black#64,,
013NZ,8/pp1r1q1k/2p1p1np/4Q1p1/P3P1N1/1P3P1P/1BP2P1K/8 b - - 2 27,f7f4 e5f4 g6f4 g4f6,890,85,100,134,crushing endgame master short,https://lichess.org/6Ro1Jjgo/black#54,,
013UL,rb3rk1/5ppp/p1pqbn2/2Np4/1P2p3/P3P3/1B1PBPPP/2RQ1RK1 w - - 2 18,h2h3 d6h2,487,102,100,289,mate mateIn1 oneMove opening,https://lichess.org/dEyOmy3v#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation,
013gO,2r5/p3b1k1/8/4pp1K/2Pp2p1/6P1/P1P1Rq1P/R2Q4 w - - 4 29,e2f2 c8h8,792,94,100,389,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/tTkDD3Pb#57,,
013oK,8/8/p3r2k/1Q5p/3P2q1/2P5/PP6/1K3R2 w - - 0 31,b5c5 g4e4 b1c1 e4e3 c1c2 e3e2 c2b3 e2f1,1388,76,100,203,advantage endgame fork master veryLong,https://lichess.org/k3Bt26MM#61,,
014Sm,7k/6p1/4R2p/3r4/6nP/4B3/5PP1/6K1 w - - 3 44,e3f4 d5d1 e6e1 d1e1,586,83,100,129,endgame mate mateIn2 short,https://lichess.org/vOOr8GTX#87,,
015fL,8/R7/p1p4P/1p6/1P6/2kP4/3N3r/1K6 w - - 0 50,b1c1 h2h1 d2f1 h1f1,947,75,100,297,endgame mate mateIn2 short,https://lichess.org/jrrGqPUC#99,,
016Im,3r2k1/ppp5/1b6/5Npp/6p1/1P1p2P1/PB1Pn1KP/4R3 b - - 3 29,d8d5 f5e7 g8f7 e7d5,755,78,100,207,advantage endgame fork short,https://lichess.org/0r15kPZY/black#58,,
016sC,1r2k2r/4bp2/2R1p1p1/pp2PnN1/1p1P1n1p/5N1P/PP3BP1/1KR5 b k - 1 26,f4d3 c6c8 b8c8 c1c8,753,82,100,76,advantage master middlegame short,https://lichess.org/52CuEb9p/black#52,,
017xQ,2b5/7k/1P6/5N2/6p1/6Kp/8/8 b - - 0 53,h7g6 f5e7 g6g5 e7c8,922,76,100,103,crushing endgame fork short,https://lichess.org/2fZ7FynM/black#106,,
018Cs,6rr/pp1k1p2/1q2p1b1/2bpQ3/3n1B1P/2N2P2/PPP5/2KR2NR b - - 1 20,d4c2 c3d5 e6d5 d1d5 d7c6 d5c5 b6c5 e5c7 c6b5 a2a4 b5c4 b2b3 c4b3 c7c5,2390,79,100,153,advantage deflection middlegame sacrifice veryLong,https://lichess.org/v9zzUMTg/black#40,,
018Iz,8/3P4/8/1kP2pbP/8/5K2/8/8 b - - 0 51,b5c5 h5h6 c5c6 h6h7 c6d7 h7h8q,1292,75,100,2631,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/51AxZaDj/black#102,,
018KD,k6r/1b5p/6p1/1P6/3Q1P2/PP2R3/3K3P/6q1 b - - 4 31,g1h2 e3e2 h2e2 d2e2,1045,102,100,52,crushing defensiveMove endgame short,https://lichess.org/nG74b9qI/black#62,,
0192c,2r3k1/1Q3ppp/2pB4/2Pp1b1n/3p3K/P4P2/4q1PP/R3R3 b - - 3 24,e2g2 b7c8 f5c8 e1e8,989,77,100,282,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/VGL6kiN0/black#48,,
019Z4,r1b2rk1/p2n2bp/4pqp1/2pp4/5PPP/2N1B3/PPPQ4/2KR1B1R w - - 0 16,c3d5 f6b2,505,90,100,231,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Z6qRFYhT#31,Sicilian_Defense Sicilian_Defense_Dragon_Variation,
019i4,6rk/1R6/6Pp/p1p5/6K1/7r/3b4/8 b - - 5 43,h3h1 b7h7,752,79,100,205,endgame mate mateIn1 oneMove,https://lichess.org/JHLHa5FF/black#86,,
01AcF,8/6k1/4pRP1/3pPp2/2r2K2/2P5/8/8 w - - 1 43,f4g3 c4g4 g3f3 g4g6,1842,75,100,651,crushing endgame rookEndgame short,https://lichess.org/w0lYZRoX#85,,
01B2X,4r1k1/3p1p1p/8/2pP1QpP/4n3/4N3/4NnP1/r5KR w - - 2 30,g1h2 a1h1,1112,75,100,169,master mate mateIn1 middlegame oneMove,https://lichess.org/cErYYOpu#59,,
01BTN,5Bk1/pp5p/1n4b1/2p5/2P5/2N1bB1P/PP4P1/Q2R1Kq1 w - - 9 29,f1e2 g1f2,939,78,100,92,mate mateIn1 middlegame oneMove,https://lichess.org/k5IuESQa#57,,
01Cjs,8/5p2/3pkPrp/1p1rp2R/1P6/2P2RP1/3K1P1P/8 w - - 1 34,d2e2 e5e4 h5h4 e4f3,1162,77,100,88,crushing endgame rookEndgame short,https://lichess.org/anQBXaJA#67,,
01Cq8,r2r1k2/5p1p/p4p2/1pP1p3/3Nb3/P3P3/1P3PPP/2RR2K1 w - - 0 20,d4b3 d8d1 c1d1 e4c2 d1d6 c2b3,1009,79,100,463,advantage endgame fork long master,https://lichess.org/0jcejOU1#39,,
01DVo,3q2k1/1p2brp1/1nn1p2p/p1p1P2N/P1Pp3P/1P1P2Q1/1B3P2/4RBK1 w - - 7 31,f1h3 e7h4 h3e6 h4g3,970,76,100,245,advantage middlegame short,https://lichess.org/Mm3OAzt5#61,,
01E4E,r1bq1rk1/pp3pBp/2pp2p1/8/B3n3/P1N4P/1PP2PP1/R2QK2R b KQ - 0 12,e4c3 g7c3 f8e8 e1f1,1823,76,100,401,advantage defensiveMove middlegame short,https://lichess.org/mwgyWvSQ/black#24,Pirc_Defense Pirc_Defense_Classical_Variation,
01E8U,r3k2r/p2n1ppp/q1pBp3/3p2Q1/1PpPb3/5NP1/1P2PPBP/5RK1 b kq - 3 18,h8g8 g5e7,662,78,100,110,mate mateIn1 middlegame oneMove,https://lichess.org/G5FKTq2v/black#36,Kings_Indian_Attack Kings_Indian_Attack_Yugoslav_Variation,
01FjT,r3k1nr/pp2B3/2p1p3/3q3p/4N1p1/3P2P1/PPP2P1P/R3Q1K1 b kq - 0 18,g8e7 e4f6 e8f7 f6d5,823,106,100,40,advantage fork middlegame short,https://lichess.org/ypELDUnH/black#36,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,
01H4V,r5k1/6p1/2N3pp/3p4/P2P4/1P5n/6PP/5RqK w - - 7 34,f1g1 h3f2,818,79,100,526,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/ekvxZJSu#67,,
01HQs,2k2b1r/ppp1ppp1/2n4p/8/3r2nq/2NPB3/PPP2P1N/R2QRBK1 w - - 6 14,h2g4 d4g4 f1g2 h4h3 d1g4 h3g4,1659,75,100,251,advantage kingsideAttack long middlegame pin,https://lichess.org/oHuhR4v1#27,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
01HU7,2R3k1/8/1p2pBq1/3bP2p/8/5P2/5KP1/8 b - - 1 45,g8h7 c8h8,814,96,100,78,endgame mate mateIn1 oneMove,https://lichess.org/I0FSgmDV/black#90,,
01HgC,rn1q1rkn/pbppbppp/1p2p2B/4P2P/3P2Q1/3B1N2/PPP2PP1/RN2K2R b KQ - 2 9,f7f5 g4g7,642,85,100,122,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/0KY2Dkpf/black#18,Owen_Defense Owen_Defense_Other_variations,
01HvT,r1b1k2r/pp3ppp/2p1pn2/4P1B1/Pbp5/2N1P3/1P3PPP/3RKB1R b Kkq - 0 10,f6e4 d1d8,457,100,100,293,mate mateIn1 middlegame oneMove operaMate,https://lichess.org/mOSK58xR/black#20,Slav_Defense Slav_Defense_Soultanbeieff_Variation,
01I8x,8/1p2R2p/3k4/1p1q4/P7/5P2/6K1/4R3 w - - 2 42,e1e6 d5e6 e7e6 d6e6,856,78,100,167,crushing endgame queenRookEndgame short,https://lichess.org/X0c2JZm8#83,,
01ImY,r7/4R2p/1B1P1kq1/1p2pp2/5n2/2Q2N2/PP3P1P/6rK w - - 3 29,f3g1 g6g2,958,87,100,44,mate mateIn1 middlegame oneMove,https://lichess.org/iyzaj32t#57,,
01J49,6R1/p4q2/2p4p/6pk/6P1/8/P4r1P/6QK b - - 0 42,h5h4 g1g3,881,76,100,189,endgame mate mateIn1 oneMove,https://lichess.org/7yF88jWj/black#84,,
01J6z,6k1/2qn2bp/3p2p1/1p1r4/1P2N3/4BN2/P4PPP/2R3K1 w - - 0 26,c1c7 d5d1 f3e1 d1e1,522,102,100,409,backRankMate mate mateIn2 middlegame short,https://lichess.org/x5acZ9ke#51,,
01Ja1,4r1k1/p6p/1p1rNb1P/5K2/1P3p2/PR3P2/6P1/7R w - - 6 39,e6f4 e8e5 f5g4 e5g5 g4h3 f6e5 g2g4 e5f4,1774,76,100,629,advantage clearance endgame veryLong,https://lichess.org/cxk7MJLA#77,,
01Jpm,3R4/8/p5pp/2B5/5b1P/P3p3/8/3K1k2 w - - 2 46,d8f8 e3e2 d1c2 e2e1q f8f4 f1g2,1379,76,100,872,advancedPawn advantage defensiveMove deflection endgame long promotion,https://lichess.org/ScInufn8#91,,
01Kb6,r2qkbnr/1b1p1pp1/p1n1p2p/1pp1P3/4NP2/3PBN2/PPP3PP/R2QKB1R b KQkq - 1 8,g8e7 e4d6,971,84,100,76,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/SqZYoiw7/black#16,Sicilian_Defense Sicilian_Defense_Closed,
01LPf,2k5/pp2b3/2p1p2p/4N3/2P1Pp2/2N4n/PPBr1P2/5R1K w - - 1 27,c2b3 h3f2 f1f2 d2f2,909,76,100,336,advantage kingsideAttack middlegame short,https://lichess.org/4HYTdN0R#53,,
01Mee,8/8/4p1R1/3p1n1k/3P1P2/5K2/8/8 w - - 0 53,g6e6 f5d4 f3e3 d4e6 f4f5 e6c7,1884,75,100,271,crushing defensiveMove endgame fork long,https://lichess.org/sNNfZQ4w#105,,
01Mnd,6rk/3Q3p/p1r2q2/2Np4/3P4/P1K1P3/1P6/R1B5 w - - 15 36,d7d5 g8g5 d5g5 f6g5,2008,178,100,5,middlegame,https://lichess.org/wn9q3bzN#71,,
01Mwq,r4b2/1p3R2/3kp1p1/1B1p1b2/P2P4/8/1PP1N2r/2K1R3 b - - 1 27,a8c8 f7d7,809,78,100,440,mate mateIn1 middlegame oneMove operaMate,https://lichess.org/pGz2Uq5K/black#54,,
01NVd,8/1K3Npk/5n2/R6p/7r/p7/8/8 b - - 1 48,h4h3 f7g5 h7g6 g5h3,909,77,100,621,advantage endgame fork master short,https://lichess.org/acDgVv4Q/black#96,,
01O3y,8/1Q5p/3q1ppk/2p1p3/4P1P1/1PP2PK1/r2r4/7R b - - 13 44,h6g5 h1h5 g6h5 b7g7,1779,75,100,159,endgame mate mateIn2 sacrifice short,https://lichess.org/Rmah8KfB/black#88,,
01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,811,77,100,1318,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43,,
01Ou9,5N1k/5qp1/p6p/8/8/4r3/6PP/5R1K w - - 0 32,f1f7 e3e1 f7f1 e1f1,438,96,100,234,backRankMate endgame mate mateIn2 short,https://lichess.org/Fh2rZgZT#63,,
01P69,6k1/5p2/b2P1p1p/p7/P3PQ2/6PP/1pr2qBK/4R3 w - - 0 37,d6d7 f2g2,1212,104,100,21,endgame,https://lichess.org/iLwX580M#73,,
01P93,5r2/ppN1r1kp/2n1p1p1/3p1qNn/3P3P/5P2/PPPQ4/2K1R2R b - - 0 18,e7c7 g5e6 g7g8 e6c7,1135,76,100,112,advantage fork master middlegame short,https://lichess.org/cs66hsUq/black#36,Dutch_Defense Dutch_Defense_Staunton_Gambit,
01PDL,8/p6k/6p1/1pK1Bp2/2p2P2/P2bP1P1/1P5P/8 w - - 4 31,c5b5 c4c3 b5b4 c3c2 b4c3 c2c1q,1244,83,100,52,endgame,https://lichess.org/SWSZt5hP#61,,
01Pkt,8/p6p/6p1/1P2p3/Pk6/4KP2/6PP/8 w - - 4 34,e3e4 b4a4 e4e5 a4b5 f3f4 a7a5,1159,75,100,456,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/7GmDEdjf#67,,
01QIH,4rr1k/1pq1R1bp/p4npN/2p2pB1/3p4/3P3Q/PPP2PPP/4R1K1 w - - 8 24,e7c7 e8e1,598,103,100,65,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/kDZlpM2U#47,,
01QSk,6k1/7r/4P1p1/Q7/3P4/1r3K2/6P1/8 w - - 9 51,f3e4 h7h4 e4d5 h4h5 d5c4 h5a5,1057,75,100,209,crushing endgame long queenRookEndgame skewer,https://lichess.org/CAhxmY2w#101,,
01RBb,2k5/ppp1r3/4qpp1/3p4/3n1B1P/1PbQ2P1/P1P2K2/R6R w - - 0 24,d3c3 e6e2 f2g1 d4f3 c3f3 e2f3,984,77,100,196,advantage long middlegame,https://lichess.org/l1R19uwm#47,,
01RLM,3rk2r/ppp2ppp/5n2/4p3/4P1b1/2P2N2/PPP2PPP/R1B1K2R w KQk - 0 9,f3e5 d8d1,950,111,100,34,mate mateIn1 middlegame oneMove,https://lichess.org/MEIDiHiI#17,Four_Knights_Game Four_Knights_Game_Spanish_Variation,
01RWL,8/1B1K4/p4k2/8/1P4p1/5p2/P7/8 w - - 0 46,b7a6 g4g3 b4b5 g3g2 b5b6 g2g1q,1653,75,100,532,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/mp7s11NO#91,,
01S5S,8/p7/1p5B/1kp5/6K1/1P3R2/1r6/8 w - - 2 52,h6g7 b2g2 f3g3 g2g3 g4g3 b5b4,1254,78,100,589,crushing endgame long master,https://lichess.org/UsLqzvpj#103,,
01Siq,5rk1/5p2/p2p1Rp1/1p1P2Pp/7r/8/PPPR4/1K6 w - - 0 28,f6d6 h4h1 d2d1 h1d1,441,96,100,336,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/qoBdj9xn#55,,
01TMP,r3k2r/pp2qpp1/2n1b2p/8/3PR3/2P2NP1/PPQ2PP1/2K4R b kq - 0 16,e8g8 d4d5 c6b4 e4b4,2232,134,100,31,equality middlegame short,https://lichess.org/hD8JXDdV/black#32,,
01UaM,8/8/p4nk1/Pp2Br2/8/2P3PK/1P2Qr1P/8 w - - 5 46,e2e1 f5h5,903,77,100,462,endgame mate mateIn1 oneMove,https://lichess.org/rcKp52nw#91,,
01VAQ,4Q2k/ppp3pp/2q5/6r1/2N3P1/6nP/PP3r2/2R1R1K1 b - - 2 24,c6e8 e1e8 f2f8 e8f8,469,88,100,140,backRankMate mate mateIn2 middlegame short,https://lichess.org/GgFJiSSh/black#48,,
01VEo,r3k2r/pp3pp1/2pqpn2/2N3p1/2P5/8/PPP1QPPP/R4RK1 w kq - 1 15,c5b7 d6h2,816,76,100,338,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TfS8CNW4#29,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,
01Vnj,6r1/5p1k/p3pBP1/2Pp2Q1/q1pP3P/P4P2/5K2/8 b - - 0 33,g8g6 g5h5 g6h6 h5f7,1126,75,100,494,endgame mate mateIn2 short,https://lichess.org/8SBfoRx3/black#66,,
01VxT,5rk1/R4p1p/4p1p1/4P3/P2PNn2/7P/1r3PP1/3R1K2 w - - 2 30,d1d2 b2b1 d2d1 b1d1,806,79,100,462,endgame mate mateIn2 short,https://lichess.org/G0yQLw5T#59,,
01X4O,r3r1k1/1pp2pp1/p1bb3p/6q1/2P5/1P2P2P/PBQN1PP1/R4RK1 w - - 1 16,f2f4 g5g2,680,82,100,254,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JvUwQLQ3#31,Englund_Gambit Englund_Gambit_Other_variations,
01Xbe,8/3R3p/6pk/3p4/2p1b1P1/6KP/r7/4R3 w - - 0 41,g3h4 g6g5 h4g3 a2g2,1125,77,100,261,endgame mate mateIn2 short,https://lichess.org/MFtff6Yc#81,,
01Xzx,3r2k1/1Rp1qpp1/7p/8/5Q2/1PP5/5PPP/3r1RK1 w - - 5 26,b7c7 d1f1 g1f1 d8d1,1229,75,100,425,attraction endgame mate mateIn2 short,https://lichess.org/lgUG6A1I#51,,
01YDB,8/6p1/4k1N1/5R1P/4n1PK/8/5P2/r7 w - - 11 60,f2f3 a1h1,633,82,100,504,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/tqDuguWq#119,,
01YTQ,8/6p1/2k4p/p1r5/3K4/1P1R1P1P/8/8 w - - 12 46,d3c3 c5c3 d4c3 g7g5,2550,78,100,119,crushing defensiveMove endgame rookEndgame short,https://lichess.org/dsfAPWbn#91,,
01ZHj,r2q1rk1/1ppbbpp1/2np1n1p/1B6/4N3/2Q1PN2/PBP2PPP/R3K2R b KQ - 4 12,f6e4 c3g7,510,100,100,315,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/MVp0LL4n/black#24,Polish_Opening Polish_Opening_Czech_Defense,
01ZZ4,r2q1rk1/p4ppp/2p5/5Q2/1p1p3b/1P4PR/1P3P2/R5K1 b - - 0 21,h4f6 f5h7,715,93,100,49,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/z0FrdIvb/black#42,,
01bFi,8/5k2/6R1/6K1/8/3r4/8/8 w - - 1 58,g5h6 d3h3 h6g5 h3g3 g5f4 g3g6,983,80,100,67,crushing deflection endgame long master rookEndgame skewer,https://lichess.org/0u2RuPHq#115,,
01c65,2kr3r/p1p2pp1/3b1n1p/1B2p3/3n2b1/2NPB3/PPPN1P1P/R3KR2 w Q - 2 15,b5c4 d4c2,907,84,100,63,mate mateIn1 middlegame oneMove,https://lichess.org/DQUlPcMu#29,Italian_Game Italian_Game_Two_Knights_Defense,
01cZp,3k4/6Q1/6n1/7p/p1q1P1pP/P1B5/1P5P/7K w - - 6 39,g7g6 c4f1,600,82,100,122,endgame mate mateIn1 oneMove,https://lichess.org/60Sde0tT#77,,
01cbJ,r2q1rk1/pb2p1b1/1p1pNnQ1/2p4p/3P3P/2P1P1B1/PP3P2/R3K1R1 b Q - 2 17,d8e8 g6g7,911,78,100,171,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bfSlB0GS/black#34,English_Defense English_Defense_Other_variations,
01chU,1N4k1/7p/PR1n2r1/1b6/1P3R2/3p3r/1P4P1/4N1K1 w - - 0 45,e1d3 h3d3 a6a7 d3d1,1907,134,100,32,equality hangingPiece middlegame short,https://lichess.org/sEbtzZxR#89,,
01czg,4kr2/p3n3/2p4Q/2PpP1N1/2pB1p2/q1P5/1r3PPP/1R4K1 w - - 0 29,b1b2 a3a1 b2b1 a1b1,763,77,100,451,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/AXepbRZI#57,,
01dgp,2kr3r/2pbqpb1/p2p3p/1p1Q2p1/3N4/BP2P2P/P1P2PP1/2R2RK1 b - - 0 21,g7d4 d5a8,951,76,100,358,mate mateIn1 middlegame oneMove,https://lichess.org/N3iBKjiA/black#42,,
01diX,3r1r1k/ppp2pnp/3b3Q/4q3/2B1N1R1/P4P2/1P5P/2K5 b - - 2 22,e5h5 h6g7,915,76,100,402,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Wv3qbZNi/black#44,,
01e0H,6k1/5ppp/1r2p3/3p4/rN2n3/P1p1P3/1P3PPP/2RR2K1 b - - 1 23,c3b2 c1c8,636,86,100,81,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/dGF4iXPN/black#46,,
01ei6,r3kbnr/pp3ppp/4q3/2p1P3/8/1PB5/2PQ1PPP/2KRR3 b kq - 4 18,a8d8 d2d8,419,87,100,254,mate mateIn1 middlegame oneMove,https://lichess.org/kUw8pkHj/black#36,Scotch_Game Scotch_Game_Lolli_Variation,
